Ano,Cód.Área,"Área de Enquadramento",Cód.IES,"Nome da IES","Sigla da IES","Categ. Administrativa","Org. Acadêmica","Cód. Município","Município do Curso","UF do Curso","Região do Curso","Nr. Cursos da Unidade","Conluintes Inscritos","Concluintes Participantes","Nota Bruta - FG","Nota Bruta - CE","Nota Bruta - Geral","Nota Contínua do Enade","Nota Bruta - Org. Didático-Pedagógica","Nota Padronizada - Org. Didático-Pedagógica","Nota Bruta - Infraestrutura","Nota Padronizada - Infraestrutura","Nota Bruta - Oport. Ampliação","Nota Padronizada - Oport. Ampliação","Ingressantes inscritos no Enade","Ingressantes participantes no Enem","Nota dos Ingressantes no Enem","% de Ingressantes cujos pais têm ensino superior","Nota Bruta do IDD","Nota Padronizada do IDD","% de Mestres","Nota Padronizada de Mestres","% de Doutores","Nota Padronizada de Doutores","% regime de trabalho mínimo parcial","Nota padronizada de regime de trabalho","CPC Contínuo","CPC Faixa",Observação
2013,5,"MEDICINA VETERINÁRIA",13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,"Privada sem fins lucrativos",Universidade,4305108,"CAXIAS DO SUL",RS,SUL,1,0,0,,,,,,0,,0,,0,192,95,"55,450843811035156","31,578947067260742",,,"88,88888549804688","3,541666173238366","40,74074172973633","2,037037062858155","59,25925827026367","2,6719576099526336",,,"Unidade com cursos não reconhecidos até 31/10/2014"
2013,5,"MEDICINA VETERINÁRIA",17,"UNIVERSIDADE FEDERAL DE UBERLÂNDIA",UFU,"Pública Federal",Universidade,3170206,UBERLANDIA,MG,SUDESTE,1,80,76,"55,35789489746094","49,8631591796875","51,24605178833008","3,899016857147217","4,834972381591797","2,4851418214313044","4,681399345397949","2,930682354246122","5,07521915435791","3,6679123183929816",143,105,"61,49895095825195","49,52381134033203","12,594478607177734","2,299431085586548",100,5,"80,88235473632813","4,044117603890392",100,5,"3,3658394813537598",4,
2013,5,"MEDICINA VETERINÁRIA",20,"UNIVERSIDADE DE PASSO FUNDO",UPF,"Privada sem fins lucrativos",Universidade,4314100,"PASSO FUNDO",RS,SUL,1,120,116,"47,16465377807617","44,55948257446289","45,22930908203125","2,7789652347564697","4,873939514160156","2,5727445065050953","4,815026760101318","3,140984055073143","4,801051139831543","3,2729907884449667",94,82,"54,499969482421875","37,5","13,81303596496582","2,6233935356140137","95,65217590332031","4,429348064090161","52,173912048339844","2,608695572804997","63,043479919433594","2,8881988836684473","2,845931053161621",3,
2013,5,"MEDICINA VETERINÁRIA",21,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL",PUCRS,"Privada sem fins lucrativos",Universidade,4322400,URUGUAIANA,RS,SUL,1,14,14,"42,64285659790039","28,11428451538086","31,75","0,38915231823921204","5,562111854553223","4,1198371645663245","5,668331623077393","4,48390815843476","4,607142925262451","2,993678421960681",0,0,,,,,"66,66666412353516","0,624999572803686",0,0,"83,33333587646484","4,047619222008217",,SC,
2013,5,"MEDICINA VETERINÁRIA",24,"UNIVERSIDADE ESTADUAL DE SANTA CRUZ",UESC,"Pública Estadual",Universidade,2913606,ILHEUS,BA,NORDESTE,1,59,58,"49,25","47,61034393310547","48,031036376953125","3,2869670391082764","4,157368183135986","0,9618075758675779","3,8284637928009033","1,5883394817644656","4,495197772979736","2,832428591280811",92,85,"57,36894226074219","31,325302124023438","13,118038177490234","2,4386231899261475","95,83333587646484","4,453125294318391","65,27777862548828","3,2638888481187034",100,5,"2,931842565536499",3,
2013,5,"MEDICINA VETERINÁRIA",27,"UNIVERSIDADE VALE DO RIO VERDE",UNINCOR,"Privada sem fins lucrativos",Universidade,3169307,"TRES CORACOES",MG,SUDESTE,1,7,7,"45,014286041259766","48,985713958740234","48,014286041259766","3,247526168823242","5,633540153503418","4,280416429519468","5,516483306884766","4,244930467032683","5,547618865966797","4,348373932819172",20,15,"49,82350158691406",20,"18,33381462097168","3,825275182723999","71,42857360839844","1,2500002583047478","14,285714149475098","0,7142857771882866","57,14285659790039","2,5510203984674966","3,0225579738616943",4,
2013,5,"MEDICINA VETERINÁRIA",29,"UNIVERSIDADE ESTADUAL DO CEARÁ",UECE,"Pública Estadual",Universidade,2304400,FORTALEZA,CE,NORDESTE,1,44,36,"55,30833435058594","52,641666412353516","53,31944274902344","4,260592460632324","3,7295403480529785",0,"3,1900227069854736","0,5835662406900652","3,985964775085449","2,098911032808589",32,27,"64,65315246582031","56,5217399597168","13,531852722167969","2,5486388206481934","96,55172729492188","4,547414157265182","79,31034851074219","3,9655173172962077",100,5,"3,136676788330078",4,
2013,5,"MEDICINA VETERINÁRIA",30,"UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO",UNIFENAS,"Privada sem fins lucrativos",Universidade,3101607,ALFENAS,MG,SUDESTE,1,51,50,"40,29999923706055","35,05400085449219","36,37799835205078","1,1771422624588013","5,354037284851074","3,6520609962410027","5,16823673248291","3,696862923338027","4,659523963928223","3,0691299587597913",72,62,"52,64508056640625","58,064517974853516","5,3792877197265625","0,3812204897403717","87,09677124023438","3,3064511873092983","54,83871078491211","2,7419354986665994","80,6451644897461","3,8940094257314333","1,8556565046310425",2,
2013,5,"MEDICINA VETERINÁRIA",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA",UDESC,"Pública Estadual",Universidade,4209300,LAGES,SC,SUL,1,55,53,"54,21697998046875","55,25849151611328","55,011322021484375","4,546943664550781","4,845879554748535","2,509662425795675","4,209995269775391","2,1887906076296018","4,608950614929199","2,9962822821019492",77,62,"61,58342742919922","61,66666793823242","16,738265991210938","3,4010870456695557","86,66666412353516","3,2499995986341608","68,33333587646484","3,416666720483312","66,66666412353516","3,0952380085148326","3,460733413696289",4,
2013,5,"MEDICINA VETERINÁRIA",56,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO",UNESP,"Pública Estadual",Universidade,3502804,ARACATUBA,SP,SUDESTE,1,40,40,"56,290000915527344","56,727500915527344","56,622501373291016","4,846991539001465","4,679772853851318","2,1362349771986646","4,120512962341309","2,0479640409692044","4,715000152587891","3,14903986458979",45,43,"63,68220901489258","65,8536605834961","17,200469970703125","3,5239672660827637",100,5,100,5,100,5,"4,044128894805908",5,
2013,5,"MEDICINA VETERINÁRIA",56,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO",UNESP,"Pública Estadual",Universidade,3507506,BOTUCATU,SP,SUDESTE,1,48,47,"56,87234115600586","53,97659683227539","54,7127685546875","4,516667366027832","5,10668420791626","3,0959820632458452","4,438495635986328","2,5484025507678663","5,263888835906982","3,9396789062651854",60,60,"66,29112243652344",80,"12,789756774902344","2,3513472080230713",100,5,"97,18309783935547","4,859154745594823",100,5,"3,6632890701293945",4,
2013,5,"MEDICINA VETERINÁRIA",56,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO",UNESP,"Pública Estadual",Universidade,3524303,JABOTICABAL,SP,SUDESTE,1,50,49,"56,00408172607422","56,553062438964844","56,42652893066406","4,809299945831299","4,9377827644348145","2,7162716807173615","4,452951908111572","2,5711536787005396","5,348639488220215","4,061756779959353",50,47,"66,32696533203125","68,0851058959961","15,210491180419922","2,9949169158935547",100,5,"98,82353210449219","4,941176449867387",100,5,"3,935079336166382",4,
2013,5,"MEDICINA VETERINÁRIA",57,"UNIVERSIDADE ESTADUAL DE MARINGÁ",UEM,"Pública Estadual",Universidade,4128104,UMUARAMA,PR,SUL,1,39,37,"48,970272064208984","46,05675506591797","46,802703857421875","3,06884765625","4,409872055053711","1,529466118989855","3,0990028381347656","0,440320073603057","3,0875000953674316","0,80473007047227",37,32,"58,244529724121094",75,"12,124008178710938","2,1743531227111816",100,5,"86,9565200805664","4,3478259210395915",100,5,"2,9338111877441406",3,
2013,5,"MEDICINA VETERINÁRIA",76,"UNIVERSIDADE REGIONAL DE BLUMENAU",FURB,"Pública Municipal",Universidade,4202404,BLUMENAU,SC,SUL,1,32,32,"50,12812423706055","45,09687423706055","46,368751525878906","3,0031018257141113","4,716558456420898","2,2189333177665507","4,212365627288818","2,1925209855788195","3,977957010269165","2,0873763414676287",70,52,"54,46980667114258","44,230770111083984","13,125965118408203","2,4407308101654053",90,"3,687499952623432",48,"2,399999978534497",46,"1,9142857780838711","2,5632405281066895",3,
2013,5,"MEDICINA VETERINÁRIA",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA",UNOESC,"Pública Municipal",Universidade,4219507,XANXERE,SC,SUL,1,54,53,"49,55849075317383","42,14528274536133","44,011322021484375","2,586725950241089","4,863090991973877","2,5483557734892304","4,860667705535889","3,212813400603916","4,742767333984375","3,1890367046222723",99,75,"51,97986602783203","34,72222137451172","13,144147872924805","2,4455647468566895","78,78787994384766","2,2159091658716576","21,212121963500977","1,0606061629021628","69,69696807861328","3,268398196757312","2,375200033187866",3,
2013,5,"MEDICINA VETERINÁRIA",138,"CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ",CBM,"Privada sem fins lucrativos","Centro Universitário",3543402,"RIBEIRAO PRETO",SP,SUDESTE,1,10,10,"47,689998626708984","40,54999923706055","42,34000015258789","2,2807371616363525","5,947825908660889","4,986967821197918","5,9384613037109375","4,909035926397069","5,946666717529297","4,923176748686339",85,49,"50,91714096069336","45,65217208862305","10,8465576171875","1,8347337245941162","96,55172729492188","4,547414157265182","72,4137954711914","3,6206896830086093","62,068965911865234","2,832512323072129","2,937455892562866",3,
2013,5,"MEDICINA VETERINÁRIA",140,"UNIVERSIDADE SEVERINO SOMBRA",USS,"Privada sem fins lucrativos",Universidade,3306206,VASSOURAS,RJ,SUDESTE,1,43,42,"48,095237731933594","38,42618942260742","40,85476303100586","2,0234129428863525","4,880425930023193","2,5873267507696154","4,6982598304748535","2,957217244121295","4,294047832489014","2,5426849721609694",60,45,"54,70077896118164",50,"8,257362365722656","1,146377444267273","89,6551742553711","3,642241572696326","48,27586364746094","2,413793160227789","37,931034088134766","1,4532020192008064","1,95561945438385",3,
2013,5,"MEDICINA VETERINÁRIA",142,"CENTRO UNIVERSITÁRIO DO TRIÂNGULO",UNITRI,"Privada sem fins lucrativos","Centro Universitário",3170206,UBERLANDIA,MG,SUDESTE,1,0,0,,,,,,0,,0,,0,188,124,"49,679779052734375","21,848739624023438",,,"61,904762268066406",0,"9,523809432983398","0,47619056704974727","19,047618865966797","0,37414972073182573",,,"Unidade com cursos não reconhecidos até 31/10/2014"
2013,5,"MEDICINA VETERINÁRIA",143,"UNIVERSIDADE DE UBERABA",UNIUBE,"Privada sem fins lucrativos",Universidade,3170107,UBERABA,MG,SUDESTE,1,114,112,"41,57500076293945","37,29018020629883","38,374107360839844","1,5363430976867676","4,8646159172058105","2,551783959642404","4,476118564605713","2,6076131745972653","4,066371917724609","2,2147323462968043",143,103,"53,84812927246094","56,70103073120117","6,700954437255859","0,7325952053070068","88,57142639160156","3,4999996701647063","57,14285659790039","2,8571427785146417",80,"3,857142883796121","1,9211667776107788",2,
2013,5,"MEDICINA VETERINÁRIA",146,"CENTRO UNIVERSITÁRIO DE RIO PRETO",UNIRP,"Privada com fins lucrativos","Centro Universitário",3549805,"SAO JOSE DO RIO PRETO",SP,SUDESTE,1,59,58,"43,5568962097168","40,174137115478516","41,02931213378906","2,0171048641204834","5,941266059875488","4,972220593468392","5,966261863708496","4,952788249819264","5,941520690917969","4,915764255894467",203,136,"51,09711456298828","46,564884185791016","9,961742401123047","1,599499225616455","81,81818389892578","2,6136365641386505","54,54545593261719","2,727272762298023","96,96969604492188","4,82683981175752","2,6738224029541016",3,
2013,5,"MEDICINA VETERINÁRIA",150,"UNIVERSIDADE DE SOROCABA",UNISO,"Privada sem fins lucrativos",Universidade,3552205,SOROCABA,SP,SUDESTE,1,0,0,,,,,,0,,0,,0,116,69,"52,47203063964844","47,05882263183594",,,"88,23529052734375","3,455881835162881","29,41176414489746","1,470588239610961","29,41176414489746","0,9663866085189149",,,"Unidade com cursos não reconhecidos até 31/10/2014"
2013,5,"MEDICINA VETERINÁRIA",163,"UNIVERSIDADE ESTÁCIO DE SÁ",UNESA,"Privada com fins lucrativos",Universidade,3304557,"RIO DE JANEIRO",RJ,SUDESTE,1,58,50,"48,391998291015625","43,9379997253418","45,06999969482422","2,761173725128174","5,538941860198975","4,067748270465423","5,418534278869629","4,090779143908156","4,834615230560303","3,3213377177826398",185,113,"53,98323059082031","55,769229888916016","11,677383422851563","2,055614709854126","90,38461303710938","3,7379804144438484","40,38461685180664","2,019230822859244","71,15384674072266","3,3516484060316687","2,698960304260254",3,
2013,5,"MEDICINA VETERINÁRIA",167,"UNIVERSIDADE METODISTA DE SÃO PAULO",UMESP,"Privada sem fins lucrativos",Universidade,3548708,"SAO BERNARDO DO CAMPO",SP,SUDESTE,1,49,42,"47,81904602050781","40,345237731933594","42,228572845458984","2,2605948448181152","5,577724933624268","4,154937234432169","5,719954490661621","4,565151661388677","5,650387763977051","4,496405925026835",110,76,"52,78585433959961","52,702701568603516","10,268430709838867","1,6810345649719238",100,5,"38,095237731933594","1,9047619012673176","66,66666412353516","3,0952380085148326","2,5856261253356934",3,
2013,5,"MEDICINA VETERINÁRIA",176,"UNIVERSIDADE CASTELO BRANCO",UCB,"Privada sem fins lucrativos",Universidade,3304557,"RIO DE JANEIRO",RJ,SUDESTE,1,62,49,"41,367347717285156","38,03469467163086","38,87959289550781","1,6231473684310913","4,525491714477539","1,7893927708184463","3,7867918014526367","1,5227565485299543","3,6817307472229004","1,6606813111341003",71,38,"53,54572296142578","58,33333206176758","7,697010040283203","0,9974036812782288","96,55172729492188","4,547414157265182","31,034482955932617","1,551724170828357","37,931034088134766","1,4532020192008064","1,6083849668502808",2,
2013,5,"MEDICINA VETERINÁRIA",207,"CENTRO UNIVERSITÁRIO MOURA LACERDA",CUML,"Privada sem fins lucrativos","Centro Universitário",3543402,"RIBEIRAO PRETO",SP,SUDESTE,1,26,25,"53,667999267578125","44,827999114990234","47,04800033569336","3,1514670848846436","5,891304016113281","4,8598999659154405","5,805288314819336","4,699449358577341","5,69444465637207","4,5598670086972675",71,55,"52,79304504394531","50,90909194946289","14,827690124511719","2,893146514892578",100,5,"73,33333587646484","3,666666735160579",80,"3,857142883796121","3,5706419944763184",4,
2013,5,"MEDICINA VETERINÁRIA",221,"UNIVERSIDADE CRUZEIRO DO SUL",UNICSUL,"Privada com fins lucrativos",Universidade,3550308,"SAO PAULO",SP,SUDESTE,1,32,29,"45,22068786621094","43,120689392089844","43,655174255371094","2,4895713329315186","5,744379997253418","4,529597442076737","5,769230842590332","4,6427023922787285","5,53125","4,324795526749442",72,31,"53,26854705810547",60,"11,256973266601563","1,9438457489013672",100,5,"72,7272720336914","3,636363536291362",100,5,"3,1536896228790283",4,
2013,5,"MEDICINA VETERINÁRIA",265,"FACULDADES INTEGRADAS DE OURINHOS",FIO,"Privada sem fins lucrativos",Faculdade,3534708,OURINHOS,SP,SUDESTE,1,16,15,"45,63999938964844","44,78666687011719","45,02000045776367","2,7296600341796875","5,498945713043213","3,9778322098971723","5,389743804931641","4,045468929812974","5,47777795791626","4,247772499616646",47,33,"52,031742095947266","60,60606002807617","13,277481079101563","2,4810123443603516",95,"4,343749963737987",50,"2,4999999724801247",90,"4,428571457981926","3,054015636444092",4,
2013,5,"MEDICINA VETERINÁRIA",271,"UNIVERSIDADE DO OESTE PAULISTA",UNOESTE,"Privada sem fins lucrativos",Universidade,3541406,"PRESIDENTE PRUDENTE",SP,SUDESTE,1,48,46,"43,630435943603516","39,38261032104492","40,45869445800781","1,9171830415725708","4,960996150970459","2,768458107675582","5,013548851013184","3,453416464788099","4,253030300140381","2,4836018135864837",150,104,"48,6647834777832",50,"11,448720932006836","1,9948232173919678",100,5,"67,30769348144531","3,3653846436101285","90,38461303710938","4,450549363101077","2,737618923187256",3,
2013,5,"MEDICINA VETERINÁRIA",296,"UNIVERSIDADE DA REGIÃO DA CAMPANHA",URCAMP,"Privada sem fins lucrativos",Universidade,4300406,ALEGRETE,RS,SUL,1,40,40,"43,22249984741211","36,40999984741211","38,122501373291016","1,506439208984375","5,119050025939941","3,123781885308978","4,740870475769043","3,0242775236766812","4,350925922393799","2,6246142166952113",32,30,"50,01475143432617",50,"10,284286499023438","1,685249924659729","70,37036895751953","1,1111108285213014","18,518518447875977","0,925925947670025","66,66666412353516","3,0952380085148326","1,7966032028198242",2,
2013,5,"MEDICINA VETERINÁRIA",296,"UNIVERSIDADE DA REGIÃO DA CAMPANHA",URCAMP,"Privada sem fins lucrativos",Universidade,4301602,BAGE,RS,SUL,1,53,53,"43,0867919921875","39,95283126831055","40,752830505371094","1,9637179374694824","5,4736647605896","3,920997678602572","5,395013332366943","4,053762050286716","4,9666666984558105","3,5115494383059875",62,49,"50,85479736328125","34,693878173828125","11,834266662597656","2,097323417663574","67,85713958740234","0,7812496249613755","17,85714340209961","0,8928571847921911","78,57142639160156","3,775510110153875","2,1870439052581787",3,
2013,5,"MEDICINA VETERINÁRIA",298,"UNIVERSIDADE NORTE DO PARANÁ",UNOPAR,"Privada com fins lucrativos",Universidade,4101507,ARAPONGAS,PR,SUL,1,39,25,"52,42000198364258","48,38399887084961","49,39999771118164","3,5527801513671875","5,7940754890441895","4,641318733107049","5,760354995727539","4,6287337727064415","5,761538505554199","4,656511395860646",44,30,"50,87216567993164","44,82758712768555","20,51436996459961","4,404991626739502","86,36363983154297","3,21022766153914","54,54545593261719","2,727272762298023","81,81818389892578","3,9610391080914504","3,8951873779296875",4,
2013,5,"MEDICINA VETERINÁRIA",298,"UNIVERSIDADE NORTE DO PARANÁ",UNOPAR,"Privada com fins lucrativos",Universidade,4113700,LONDRINA,PR,SUL,1,0,0,,,,,,0,,0,,0,42,26,"51,164039611816406",48,,,"82,60869598388672","2,7173913026200354","60,869564056396484","3,0434781667436144","78,26087188720703","3,757764132474393",,,"Unidade com cursos não reconhecidos até 31/10/2014"
2013,5,"MEDICINA VETERINÁRIA",308,"UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS",UNIPAC,"Privada sem fins lucrativos",Universidade,3136702,"JUIZ DE FORA",MG,SUDESTE,1,58,53,"43,520755767822266","39,609432220458984","40,607547760009766","1,941220998764038","5,277996063232422","3,481111326600373","5,057252407073975","3,5221967636847107","3,711949586868286","1,7042096274666916",66,56,"54,428123474121094","45,45454406738281","8,799383163452148","1,2904776334762573",100,5,"14,814814567565918","0,7407408168450874","44,44444274902344","1,825396733646127","1,942725658416748",2,
2013,5,"MEDICINA VETERINÁRIA",319,"UNIVERSIDADE CAMILO CASTELO BRANCO",UNICASTELO,"Privada sem fins lucrativos",Universidade,3513702,DESCALVADO,SP,SUDESTE,1,31,29,"48,18965530395508","40,11034393310547","42,1517219543457","2,249032497406006","5,601683139801025","4,208798023534159","5,305831432342529","3,913408310762197","5,526881694793701","4,3185032633650025",27,14,"49,5644645690918","42,85714340209961","14,720935821533203","2,864765167236328","88,46154022216797","3,485577105342256","53,846153259277344","2,6923076231551852","88,46154022216797","4,340659481185832","3,0625810623168945",4,
2013,5,"MEDICINA VETERINÁRIA",319,"UNIVERSIDADE CAMILO CASTELO BRANCO",UNICASTELO,"Privada sem fins lucrativos",Universidade,3515509,FERNANDOPOLIS,SP,SUDESTE,1,60,58,"45,599998474121094","41,01206970214844","42,17586135864258","2,2328929901123047","5,869496822357178","4,810874844336983","5,641909599304199","4,442325332699583","5,862069129943848","4,801319438295188",74,47,"49,27324295043945","46,66666793823242","14,328544616699219","2,7604451179504395",70,"1,0624999413846918",30,"1,500000014677267",80,"3,857142883796121","2,709672451019287",3,
2013,5,"MEDICINA VETERINÁRIA",322,"UNIVERSIDADE PAULISTA",UNIP,"Privada sem fins lucrativos",Universidade,3506003,BAURU,SP,SUDESTE,1,23,23,"49,639129638671875","50,21739196777344","50,08695602416992","3,6488256454467773","4,8159074783325195","2,4422816493256323","4,707433700561523","2,9716550054723645","3,6094202995300293","1,5565227884816821",97,53,"51,66759490966797","49,01960754394531","18,36235809326172","3,8328635692596436","86,36363983154297","3,21022766153914","54,54545593261719","2,727272762298023",100,5,"3,466792345046997",4,
2013,5,"MEDICINA VETERINÁRIA",322,"UNIVERSIDADE PAULISTA",UNIP,"Privada sem fins lucrativos",Universidade,3509502,CAMPINAS,SP,SUDESTE,1,31,30,"54,310001373291016","49,59333419799805","50,79666519165039","3,809302806854248","4,750320911407471","2,294835306247978","4,361724376678467","2,4275805842985325","3,8966667652130127","1,970282941952706",138,76,"52,47569274902344","48,57143020629883","18,37540054321289","3,8363311290740967","90,69767761230469","3,7790701428848084","39,53488540649414","1,9767442816194123","97,6744155883789","4,867109457246705","3,3923003673553467",4,
2013,5,"MEDICINA VETERINÁRIA",322,"UNIVERSIDADE PAULISTA",UNIP,"Privada sem fins lucrativos",Universidade,3549904,"SAO JOSE DOS CAMPOS",SP,SUDESTE,1,39,37,"54,272972106933594","53,34864807128906","53,59729766845703","4,29954719543457","5,2015275955200195","3,309201189162149","4,529798984527588","2,692094973049797","3,898648738861084","1,9731378463950724",205,128,"53,24113082885742","46,34146499633789","20,45113754272461","4,388180732727051","89,7959213256836","3,660714626690746","36,73469543457031","1,836734750789402",100,5,"3,752959728240967",4,
