ano,cod_ies,nome_ies,sigla_ies,org_academica,cat_administrativa,cod_curso,cod_area,area_enquadramento,modalidade_ensino,cod_municipio,municipio_curso,sigla_uf,concluintes_inscritos,concluintes_participantes,concluintes_participantes_enem,percentual_concluintes_participantes_enem,nota_bruta_idd,nota_padronizada_idd,idd_faixa
2016,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pessoa Jurídica de Direito Público - Federal,143,23,ENFERMAGEM,Educação Presencial,5300108,BRASÍLIA,DF,55,51,38,0.745098054409027,0.167188987135887,2.58228858351011,3
2016,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pessoa Jurídica de Direito Público - Federal,144,28,NUTRIÇÃO,Educação Presencial,5300108,BRASÍLIA,DF,60,49,35,0.714285731315613,0.610697448253632,2.71930084988114,3
2016,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pessoa Jurídica de Direito Público - Federal,302,23,ENFERMAGEM,Educação Presencial,2800308,ARACAJU,SE,89,68,63,0.926470577716827,-1.30156922340393,1.89093372130371,2
2016,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pessoa Jurídica de Direito Público - Federal,303,12,MEDICINA,Educação Presencial,2800308,ARACAJU,SE,53,53,39,0.73584908246994,0.308758974075317,3.26226103624453,4
2016,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pessoa Jurídica de Direito Público - Federal,304,6,ODONTOLOGIA,Educação Presencial,2800308,ARACAJU,SE,46,46,38,0.826086938381195,-0.401954919099808,2.04756091801102,3
2016,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pessoa Jurídica de Direito Público - Federal,319,17,AGRONOMIA,Educação Presencial,2806701,SÃO CRISTÓVÃO,SE,25,24,4,0.16666667163372,,,SC
2016,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pessoa Jurídica de Direito Público - Federal,377,38,SERVIÇO SOCIAL,Educação Presencial,1302603,MANAUS,AM,96,84,76,0.904761910438538,0.204854786396027,2.73967847433404,3
2016,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pessoa Jurídica de Direito Público - Federal,389,12,MEDICINA,Educação Presencial,1302603,MANAUS,AM,36,35,34,0.971428573131561,-0.142049998044968,2.77080829443095,3
2016,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pessoa Jurídica de Direito Público - Federal,390,19,FARMÁCIA,Educação Presencial,1302603,MANAUS,AM,28,28,27,0.964285731315613,0.042116239666939,2.43176167856707,3
2016,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pessoa Jurídica de Direito Público - Federal,391,6,ODONTOLOGIA,Educação Presencial,1302603,MANAUS,AM,23,23,18,0.782608687877655,1.36302495002747,3.90836077496581,4
2016,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pessoa Jurídica de Direito Público - Federal,399,17,AGRONOMIA,Educação Presencial,1302603,MANAUS,AM,15,15,9,0.600000023841858,2.29936170578003,4.24525839060988,5
2016,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pessoa Jurídica de Direito Público - Federal,484,12,MEDICINA,Educação Presencial,2211001,TERESINA,PI,45,45,43,0.955555558204651,-0.710128307342529,2.15151351563357,3
2016,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pessoa Jurídica de Direito Público - Federal,485,6,ODONTOLOGIA,Educação Presencial,2211001,TERESINA,PI,50,49,46,0.938775539398193,0.313447386026382,2.80180210247404,3
2016,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pessoa Jurídica de Direito Público - Federal,486,23,ENFERMAGEM,Educação Presencial,2211001,TERESINA,PI,48,48,47,0.979166686534882,0.199723124504089,2.59760263172838,3
2016,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pessoa Jurídica de Direito Público - Federal,488,28,NUTRIÇÃO,Educação Presencial,2211001,TERESINA,PI,73,69,64,0.927536249160767,-0.34280526638031,2.28934172807588,3
2016,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pessoa Jurídica de Direito Público - Federal,497,38,SERVIÇO SOCIAL,Educação Presencial,2211001,TERESINA,PI,37,33,33,1,0.248958483338356,2.76025838032551,3
2016,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pessoa Jurídica de Direito Público - Federal,504,5,MEDICINA VETERINÁRIA,Educação Presencial,2211001,TERESINA,PI,53,52,41,0.788461565971375,-0.035418480634689,2.57005543129728,3
2016,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pessoa Jurídica de Direito Público - Federal,508,17,AGRONOMIA,Educação Presencial,2211001,TERESINA,PI,43,42,34,0.809523820877075,-0.280922770500183,2.68654926102408,3
2016,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pessoa Jurídica de Direito Público - Federal,516,19,FARMÁCIA,Educação Presencial,2211001,TERESINA,PI,25,23,22,0.95652174949646,0.813892245292664,2.76726780133583,3
2016,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Universidade,Pessoa Jurídica de Direito Público - Federal,590,19,FARMÁCIA,Educação Presencial,3146107,OURO PRETO,MG,51,46,42,0.91304349899292,-0.531403183937073,2.18244156917866,3
2016,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Universidade,Pessoa Jurídica de Direito Público - Federal,591,28,NUTRIÇÃO,Educação Presencial,3146107,OURO PRETO,MG,34,29,27,0.931034505367279,0.160074219107628,2.51610314011578,3
2016,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pessoa Jurídica de Direito Público - Federal,626,23,ENFERMAGEM,Educação Presencial,3548906,SÃO CARLOS,SP,33,33,32,0.969696998596191,0.217268794775009,2.60586150263404,3
2016,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pessoa Jurídica de Direito Público - Federal,627,36,FISIOTERAPIA,Educação Presencial,3548906,SÃO CARLOS,SP,13,9,9,1,0.063498347997665,2.51445898989742,3
2016,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pessoa Jurídica de Direito Público - Federal,632,17,AGRONOMIA,Educação Presencial,3503307,ARARAS,SP,81,73,69,0.945205450057983,-0.417262822389603,2.60418838742203,3
2016,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pessoa Jurídica de Direito Público - Federal,685,17,AGRONOMIA,Educação Presencial,3171303,VIÇOSA,MG,200,188,182,0.96808511018753,-0.578411519527435,2.50684100276012,3
2016,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pessoa Jurídica de Direito Público - Federal,695,5,MEDICINA VETERINÁRIA,Educação Presencial,3171303,VIÇOSA,MG,80,80,79,0.987500011920929,-0.831006526947022,1.97117887688589,3
2016,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pessoa Jurídica de Direito Público - Federal,698,28,NUTRIÇÃO,Educação Presencial,3171303,VIÇOSA,MG,61,61,61,1,0.245643675327301,2.55468862884582,3
2016,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pessoa Jurídica de Direito Público - Federal,701,51,ZOOTECNIA,Educação Presencial,3171303,VIÇOSA,MG,50,47,43,0.914893627166748,0.291772603988647,2.92632542600561,3
2016,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pessoa Jurídica de Direito Público - Estadual,751,17,AGRONOMIA,Educação Presencial,4113700,LONDRINA,PR,69,68,53,0.779411792755127,0.225429058074951,2.99242840932649,4
2016,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pessoa Jurídica de Direito Público - Estadual,758,12,MEDICINA,Educação Presencial,4113700,LONDRINA,PR,86,86,78,0.906976759433746,-0.015936601907015,2.90829174783232,3
2016,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pessoa Jurídica de Direito Público - Estadual,759,36,FISIOTERAPIA,Educação Presencial,4113700,LONDRINA,PR,47,46,41,0.89130437374115,-0.197165802121162,2.39808393898554,3
2016,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pessoa Jurídica de Direito Público - Estadual,760,6,ODONTOLOGIA,Educação Presencial,4113700,LONDRINA,PR,50,48,39,0.8125,-0.140861839056015,2.32282862757284,3
2016,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pessoa Jurídica de Direito Público - Estadual,761,19,FARMÁCIA,Educação Presencial,4113700,LONDRINA,PR,36,36,31,0.861111104488373,-0.43067854642868,2.22622853891003,3
2016,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pessoa Jurídica de Direito Público - Estadual,762,38,SERVIÇO SOCIAL,Educação Presencial,4113700,LONDRINA,PR,66,60,47,0.783333361148834,-1.76520824432373,1.82039699045973,2
2016,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pessoa Jurídica de Direito Público - Estadual,763,23,ENFERMAGEM,Educação Presencial,4113700,LONDRINA,PR,47,43,36,0.837209284305573,-0.981419205665588,2.04163059558196,3
2016,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pessoa Jurídica de Direito Público - Estadual,777,5,MEDICINA VETERINÁRIA,Educação Presencial,4113700,LONDRINA,PR,73,71,51,0.718309879302979,0.165248349308968,2.72110679545282,3
2016,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Privada sem fins lucrativos,859,38,SERVIÇO SOCIAL,Educação Presencial,4106902,CURITIBA,PR,45,41,37,0.902438998222351,0.319516032934189,2.79318232635138,3
2016,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Privada sem fins lucrativos,867,23,ENFERMAGEM,Educação Presencial,4106902,CURITIBA,PR,40,35,27,0.77142858505249,0.07051145285368,2.53678178537785,3
2016,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Privada sem fins lucrativos,868,12,MEDICINA,Educação Presencial,4106902,CURITIBA,PR,165,164,159,0.969512224197388,0.263169914484024,3.21256178507953,4
2016,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Privada sem fins lucrativos,869,6,ODONTOLOGIA,Educação Presencial,4106902,CURITIBA,PR,77,77,67,0.870129883289337,-0.00369974412024,2.4674371928605,3
2016,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Privada sem fins lucrativos,870,36,FISIOTERAPIA,Educação Presencial,4106902,CURITIBA,PR,57,52,51,0.980769217014313,-0.094126373529434,2.44408650106716,3
2016,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Privada sem fins lucrativos,886,17,AGRONOMIA,Educação Presencial,4125506,SÃO JOSÉ DOS PINHAIS,PR,58,49,32,0.653061211109161,0.153188765048981,2.9487891884194,4
2016,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Privada sem fins lucrativos,888,5,MEDICINA VETERINÁRIA,Educação Presencial,4125506,SÃO JOSÉ DOS PINHAIS,PR,50,40,27,0.675000011920929,-1.08299386501312,1.78149615166671,2
2016,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Universidade,Privada sem fins lucrativos,953,27,FONOAUDIOLOGIA,Educação Presencial,2611606,RECIFE,PE,7,7,7,1,0.490675091743469,2.54541372023624,3
2016,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Universidade,Privada sem fins lucrativos,957,38,SERVIÇO SOCIAL,Educação Presencial,2611606,RECIFE,PE,49,44,30,0.681818187236786,0.227297455072403,2.75015079397113,3
2016,12,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Universidade,Pessoa Jurídica de Direito Público - Federal,1026,12,MEDICINA,Educação Presencial,4315602,RIO GRANDE,RS,63,63,61,0.968253970146179,-0.433282673358917,2.45331883516936,3
2016,12,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Universidade,Pessoa Jurídica de Direito Público - Federal,1043,23,ENFERMAGEM,Educação Presencial,4315602,RIO GRANDE,RS,32,32,31,0.96875,-0.392995238304138,2.31860591252306,3
2016,13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,1098,38,SERVIÇO SOCIAL,Educação Presencial,4305108,CAXIAS DO SUL,RS,21,17,6,0.352941185235977,4.1046347618103,4.55941493285353,5
2016,13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,1107,12,MEDICINA,Educação Presencial,4305108,CAXIAS DO SUL,RS,77,77,73,0.948051929473877,0.211875781416893,3.15664310578566,4
2016,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Universidade,Privada sem fins lucrativos,1225,23,ENFERMAGEM,Educação Presencial,4318705,SÃO LEOPOLDO,RS,52,52,30,0.576923072338104,0.881395637989044,2.91847069785962,3
2016,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Universidade,Privada sem fins lucrativos,1227,28,NUTRIÇÃO,Educação Presencial,4318705,SÃO LEOPOLDO,RS,59,58,33,0.568965494632721,0.374698042869568,2.61288259272447,3
2016,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Universidade,Privada sem fins lucrativos,1242,38,SERVIÇO SOCIAL,Educação Presencial,4318705,SÃO LEOPOLDO,RS,29,28,16,0.571428596973419,0.377061992883682,2.82003473392842,3
2016,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,UCP,Universidade,Privada sem fins lucrativos,1322,36,FISIOTERAPIA,Educação Presencial,3303906,PETRÓPOLIS,RJ,11,10,6,0.600000023841858,0.374941378831863,2.65350457231815,3
2016,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Universidade,Pessoa Jurídica de Direito Público - Federal,1433,17,AGRONOMIA,Educação Presencial,3170206,UBERLÂNDIA,MG,116,113,92,0.814159274101257,-0.68886011838913,2.44012074730834,3
2016,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Universidade,Pessoa Jurídica de Direito Público - Federal,1439,12,MEDICINA,Educação Presencial,3170206,UBERLÂNDIA,MG,87,87,86,0.988505721092224,-0.576163589954376,2.29755614508044,3
2016,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Universidade,Pessoa Jurídica de Direito Público - Federal,1440,5,MEDICINA VETERINÁRIA,Educação Presencial,3170206,UBERLÂNDIA,MG,88,83,76,0.91566264629364,0.120264805853367,2.68724556584439,3
2016,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Universidade,Pessoa Jurídica de Direito Público - Federal,1441,6,ODONTOLOGIA,Educação Presencial,3170206,UBERLÂNDIA,MG,85,82,76,0.926829278469086,-0.297871291637421,2.15729520024344,3
2016,18,UNIVERSIDADE CATÓLICA DE PELOTAS,UCPEL,Universidade,Privada sem fins lucrativos,1518,12,MEDICINA,Educação Presencial,4314407,PELOTAS,RS,83,83,81,0.975903630256653,-0.661166191101074,2.2048899295028,3
2016,18,UNIVERSIDADE CATÓLICA DE PELOTAS,UCPEL,Universidade,Privada sem fins lucrativos,1526,38,SERVIÇO SOCIAL,Educação Presencial,4314407,PELOTAS,RS,33,32,29,0.90625,0.09220003336668,2.68711090318761,3
2016,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Universidade,Privada sem fins lucrativos,1627,23,ENFERMAGEM,Educação Presencial,3509502,CAMPINAS,SP,56,56,50,0.892857134342194,0.307902038097382,2.64852321032617,3
2016,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Universidade,Privada sem fins lucrativos,1628,36,FISIOTERAPIA,Educação Presencial,3509502,CAMPINAS,SP,38,36,32,0.888888895511627,0.005910713225603,2.48874864988542,3
2016,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Universidade,Privada sem fins lucrativos,1629,12,MEDICINA,Educação Presencial,3509502,CAMPINAS,SP,133,133,128,0.962406039237976,-1.71047925949097,1.06097351174474,2
2016,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Universidade,Privada sem fins lucrativos,1630,28,NUTRIÇÃO,Educação Presencial,3509502,CAMPINAS,SP,27,26,22,0.846153855323792,0.567831695079803,2.69997156921179,3
2016,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Universidade,Privada sem fins lucrativos,1631,6,ODONTOLOGIA,Educação Presencial,3509502,CAMPINAS,SP,77,76,69,0.907894730567932,-0.201337680220604,2.25906957934985,3
2016,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Universidade,Privada sem fins lucrativos,1644,27,FONOAUDIOLOGIA,Educação Presencial,3509502,CAMPINAS,SP,18,18,16,0.888888895511627,0.501561045646668,2.55046842874609,3
2016,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Universidade,Privada sem fins lucrativos,1650,38,SERVIÇO SOCIAL,Educação Presencial,3509502,CAMPINAS,SP,40,35,28,0.800000011920929,0.237689256668091,2.75499987272752,3
2016,20,UNIVERSIDADE DE PASSO FUNDO,UPF,Universidade,Privada sem fins lucrativos,1725,12,MEDICINA,Educação Presencial,4314100,PASSO FUNDO,RS,95,93,59,0.634408593177795,0.426385194063187,3.3904921316691,4
2016,20,UNIVERSIDADE DE PASSO FUNDO,UPF,Universidade,Privada sem fins lucrativos,1726,6,ODONTOLOGIA,Educação Presencial,4314100,PASSO FUNDO,RS,58,57,52,0.912280678749084,0.138373330235481,2.61722335250037,3
2016,20,UNIVERSIDADE DE PASSO FUNDO,UPF,Universidade,Privada sem fins lucrativos,1727,23,ENFERMAGEM,Educação Presencial,4314100,PASSO FUNDO,RS,54,47,45,0.957446813583374,0.435018867254257,2.70835799952102,3
2016,20,UNIVERSIDADE DE PASSO FUNDO,UPF,Universidade,Privada sem fins lucrativos,1728,17,AGRONOMIA,Educação Presencial,4314100,PASSO FUNDO,RS,84,77,56,0.727272748947144,0.21427483856678,2.98569032135959,4
2016,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,Universidade,Privada sem fins lucrativos,1879,12,MEDICINA,Educação Presencial,4314902,PORTO ALEGRE,RS,68,68,67,0.985294103622436,0.169247508049011,3.11017157766391,4
2016,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,Universidade,Privada sem fins lucrativos,1883,6,ODONTOLOGIA,Educação Presencial,4314902,PORTO ALEGRE,RS,70,70,65,0.928571403026581,0.258468419313431,2.74383835162086,3
2016,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,Universidade,Privada sem fins lucrativos,1887,38,SERVIÇO SOCIAL,Educação Presencial,4314902,PORTO ALEGRE,RS,58,56,45,0.803571403026581,-0.882183074951172,2.23243897863033,3
2016,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,Universidade,Privada sem fins lucrativos,1924,19,FARMÁCIA,Educação Presencial,4314902,PORTO ALEGRE,RS,62,61,38,0.622950792312622,0.446746528148651,2.60766237806244,3
2016,23,UNIVERSIDADE FEEVALE,FEEVALE,Universidade,Privada sem fins lucrativos,2089,36,FISIOTERAPIA,Educação Presencial,4313409,NOVO HAMBURGO,RS,48,48,17,0.354166656732559,0.811046183109283,2.84820614051446,3
2016,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,Universidade,Pessoa Jurídica de Direito Público - Estadual,2112,23,ENFERMAGEM,Educação Presencial,2913606,ILHÉUS,BA,49,46,43,0.93478262424469,-0.848404943943024,2.1042413479337,3
2016,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,Universidade,Pessoa Jurídica de Direito Público - Estadual,2113,17,AGRONOMIA,Educação Presencial,2913606,ILHÉUS,BA,28,28,20,0.714285731315613,1.38274049758911,3.69154198503011,4
2016,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pessoa Jurídica de Direito Público - Federal,2133,23,ENFERMAGEM,Educação Presencial,1302603,MANAUS,AM,39,37,29,0.783783793449402,0.403224796056747,2.69339230567571,3
2016,27,UNIVERSIDADE VALE DO RIO VERDE,UNINCOR,Universidade,Privada sem fins lucrativos,2147,6,ODONTOLOGIA,Educação Presencial,3169307,TRÊS CORAÇÕES,MG,29,28,22,0.785714268684387,-0.637025773525238,1.79972816935459,2
2016,29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pessoa Jurídica de Direito Público - Estadual,2191,5,MEDICINA VETERINÁRIA,Educação Presencial,2304400,FORTALEZA,CE,60,51,32,0.627451002597809,0.059406451880932,2.64143461945939,3
2016,29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pessoa Jurídica de Direito Público - Estadual,2192,23,ENFERMAGEM,Educação Presencial,2304400,FORTALEZA,CE,53,50,45,0.899999976158142,0.175902768969536,2.58639022215673,3
2016,29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pessoa Jurídica de Direito Público - Estadual,2202,28,NUTRIÇÃO,Educação Presencial,2304400,FORTALEZA,CE,71,68,61,0.897058844566345,0.495110929012299,2.66717988835392,3
2016,29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pessoa Jurídica de Direito Público - Estadual,2214,38,SERVIÇO SOCIAL,Educação Presencial,2304400,FORTALEZA,CE,206,169,136,0.804733753204346,-3.05057430267334,1.22061251706163,2
2016,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,UNIFENAS,Universidade,Privada sem fins lucrativos,2295,5,MEDICINA VETERINÁRIA,Educação Presencial,3101607,ALFENAS,MG,36,34,30,0.882352948188782,0.592173337936401,3.04247332096362,4
2016,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,UNIFENAS,Universidade,Privada sem fins lucrativos,2297,6,ODONTOLOGIA,Educação Presencial,3101607,ALFENAS,MG,116,113,105,0.929203510284424,0.058852341026068,2.53338520344605,3
2016,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,UNIFENAS,Universidade,Privada sem fins lucrativos,2298,17,AGRONOMIA,Educação Presencial,3101607,ALFENAS,MG,25,19,17,0.89473682641983,-2.12295126914978,1.57380891623019,2
2016,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,UNIFENAS,Universidade,Privada sem fins lucrativos,2304,12,MEDICINA,Educação Presencial,3101607,ALFENAS,MG,163,162,149,0.919753074645996,-0.531368017196655,2.34639037069345,3
2016,32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,Universidade,Pessoa Jurídica de Direito Público - Estadual,2348,12,MEDICINA,Educação Presencial,2704302,MACEIÓ,AL,48,47,39,0.829787254333496,-1.24155366420746,1.57217622455844,2
2016,32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,Universidade,Pessoa Jurídica de Direito Público - Estadual,2350,27,FONOAUDIOLOGIA,Educação Presencial,2704302,MACEIÓ,AL,24,24,22,0.916666686534882,-0.070456683635712,2.28486167441828,3
2016,32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,Universidade,Pessoa Jurídica de Direito Público - Estadual,2351,36,FISIOTERAPIA,Educação Presencial,2704302,MACEIÓ,AL,39,39,32,0.82051283121109,0.26418662071228,2.60405745575447,3
2016,40,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,Universidade,Pessoa Jurídica de Direito Público - Estadual,2442,17,AGRONOMIA,Educação Presencial,2918407,JUAZEIRO,BA,45,43,34,0.790697693824768,-12.9491090774536,0,1
2016,40,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,Universidade,Pessoa Jurídica de Direito Público - Estadual,2451,28,NUTRIÇÃO,Educação Presencial,2927408,SALVADOR,BA,36,35,31,0.885714292526245,-0.72510290145874,2.11695380203872,3
