Ano Enade,"Código da IES","Nome da IES","Sigla da IES","Organização Acadêmica","Categoria Administrativa","Código do Curso","Código da Área","Área de Enquadramento","Modalidade de Ensino","Código do Município","Município do Curso","Sigla da UF","Concluintes Inscritos","Concluintes Participantes","Nota Bruta - FG","Nota Bruta - CE","Nota Contínua do Enade","Concluintes Participantes com nota no Enem","Percentual de Concluintes participantes com nota no Enem","Nota Bruta - IDD","Nota Padronizada - IDD","Nota Bruta - Organização Didático-Pedagógica","Nota Padronizada - Organização Didático-Pedagógica","Nota Bruta - Infraestrutura e Instalações Físicas","Nota Padronizada - Infraestrutura e Instalações Físicas","Nota Bruta - Oportunidades de Ampliação da Formação","Nota Padronizada - Oportunidades de Ampliação da Formação","Nr. de Docentes","Nota Bruta - Mestres","Nota Padronizada - Mestres","Nota Bruta - Doutores","Nota Padronizada - Doutores","Nota Bruta - Regime de Trabalho","Nota Padronizada - Regime de Trabalho","CPC Contínuo","CPC Faixa",Observação
2016,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",UFMT,Universidade,"Pessoa Jurídica de Direito Público - Federal",100804,23,ENFERMAGEM,"Educação Presencial",5107602,RONDONÓPOLIS,MT,25,22,"43,03181838989258","43,37272644042969","2,470491886138916",21,"0,9545454382896423","-1,0525140762329102","2,0081657379274187","4,740442752838135","0,2729248068982277","4,063570499420166","0,8055679843071346","3,3035197257995605","0,37746251303911177",28,"0,7857142857142857","3,548387096774194","0,39285714285714285","1,964285714285714",1,5,"2,202912597462003",3,
2016,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",UFMT,Universidade,"Pessoa Jurídica de Direito Público - Federal",100928,23,ENFERMAGEM,"Educação Presencial",5106653,"PONTAL DO ARAGUAIA",MT,15,11,"48,772727966308594","48,11818313598633","3,172822952270508",11,1,"0,9389263391494751","2,945550805182924","4,947272300720215","1,049149013615997","3,9377706050872803","0,5330772459649251","4,600680351257324","2,601166381804156",27,"0,9629629629629629","4,74910394265233","0,6666666666666666","3,3333333333333326",1,5,"3,067059365831599",4,
2016,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",UFMT,Universidade,"Pessoa Jurídica de Direito Público - Federal",20,28,NUTRIÇÃO,"Educação Presencial",5103403,CUIABÁ,MT,19,18,"54,594444274902344","60,81666564941406","3,7623672485351563",18,1,"0,32820838689804077","2,5919192002267155","5,074879169464111","1,5856488488358833","4,331789970397949","1,0779778922207084","4,333333492279053","2,1520020872398806",54,"0,8888888888888888","3,796296296296296","0,6296296296296297","3,148148148148148",1,5,"3,01821222468555",4,
2016,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",UFMT,Universidade,"Pessoa Jurídica de Direito Público - Federal",7,38,"SERVIÇO SOCIAL","Educação Presencial",5103403,CUIABÁ,MT,34,32,"39,3125","59,64999771118164","3,10896897315979",32,1,"-1,375148057937622","2,0024089877156244","4,770634651184082",0,"3,540478467941284","0,6856211391235839","3,531890392303467","1,244476820749987",41,"0,8536585365853658","3,954703832752613","0,5121951219512195","2,560975609756097",1,5,"2,443779046727216",3,
2016,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",UFMT,Universidade,"Pessoa Jurídica de Direito Público - Federal",62906,51,ZOOTECNIA,"Educação Presencial",5107602,RONDONÓPOLIS,MT,20,20,"48,1349983215332","44,31999969482422","2,98087477684021",20,1,"1,0498749017715454","3,2405791430847932","5,253561973571777","2,785470749273954","4,545833110809326","2,103733813257102","4,902857303619385","2,937701765077218",38,"0,9210526315789473","3,578947368421052","0,8157894736842105","3,81578947368421",1,5,"3,3337066701172624",4,
2016,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",UFMT,Universidade,"Pessoa Jurídica de Direito Público - Federal",100772,51,ZOOTECNIA,"Educação Presencial",5107909,SINOP,MT,31,27,"46,64814758300781","40,74814987182617","2,569228172302246",25,"0,9259259104728699","-0,22769615054130554","2,710991707198862","4,83631706237793","1,5292981002927153","4,159579753875732","1,334432472731244","4,238863468170166","1,6895930920997493",47,"0,9148936170212766","3,4680851063829787","0,7446808510638298","3,3586626139817626",1,5,"2,825257315517048",3,
2016,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",UFMT,Universidade,"Pessoa Jurídica de Direito Público - Federal",123620,51,ZOOTECNIA,"Educação Presencial",5103403,CUIABÁ,MT,16,14,"48,2071418762207","43,96428680419922","2,9482128620147705",14,1,"0,3656419515609741","2,9569462500298958","5,349421501159668","3,074068916608406","4,969090938568115","2,9467370090555534","5,022857189178467","3,1632654524588437",54,"0,9444444444444444","3,9999999999999996","0,7962962962962963","3,6904761904761902",1,5,"3,310118843994725",4,
2016,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",UFMT,Universidade,"Pessoa Jurídica de Direito Público - Federal",116648,55,BIOMEDICINA,"Educação Presencial",5101803,"BARRA DO GARÇAS",MT,20,18,"52,06111145019531","39,86111068725586","2,181488513946533",18,1,"-0,969543993473053","1,9220605379881672","5,0196638107299805","1,9667962422108616","4,392575740814209","1,2609861530576219","4,5826191902160645","2,745075935560485",25,"0,96","4,55","0,96","4,8",1,5,"2,824454815292873",3,
2016,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",UFMT,Universidade,"Pessoa Jurídica de Direito Público - Federal",1168551,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",5103403,CUIABÁ,MT,5,4,"56,75","48,974998474121094","3,6499195098876953",4,1,"1,5834115743637085","3,195408021063587","5,866403102874756","4,610648794993367","5,949999809265137","4,89800925559829","5,971428394317627","4,951853335999979",29,"0,896551724137931","4,224137931034483","0,5862068965517241","2,9310344827586206",1,5,"3,6943376823955902",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",18031,5,"MEDICINA VETERINÁRIA","Educação Presencial",5300108,BRASÍLIA,DF,97,94,"54,57234191894531","52,33829879760742","3,3100666999816895",69,"0,7340425252914429","-0,06873086839914322","2,5449796296986253","5,0355916023254395","2,675150453443776","4,538675308227539","2,257724846348675","4,700638294219971","3,102881220267437",94,"0,9680851063829787","4,50447928331467","0,7978723404255319","3,851547388781431",1,5,"3,234418821789075",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",141,6,ODONTOLOGIA,"Educação Presencial",5300108,BRASÍLIA,DF,54,54,"62,681480407714844","64,17962646484375","3,704786777496338",46,"0,8518518805503845","0,8353566527366638","3,352045595799597","5,125528812408447","1,5069109449421512","4,1900954246521","1,4296783559858948","5,027865886688232","3,208677897262925",89,"0,9550561797752809","4,518459069020867","0,797752808988764","3,9887640449438204",1,5,"3,4910915370487943",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",140,12,MEDICINA,"Educação Presencial",5300108,BRASÍLIA,DF,89,85,"63,005882263183594","68,93058776855469","2,9903151988983154",66,"0,7764706015586853","-0,09972456097602844","2,816949683317151","4,882052898406982","1,9943746402423468","4,510580062866211","2,337384560028785","5,034975528717041","3,3719712721491577",135,"0,9777777777777777","4,84992784992785","0,7777777777777778","3,8647884613961474",1,5,"3,2532048947180208",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",135,17,AGRONOMIA,"Educação Presencial",5300108,BRASÍLIA,DF,113,86,"52,12674331665039","64,24651336669922","3,3107943534851074",60,"0,6976743936538696","1,151324987411499","3,5517475275749355","4,797823905944824","1,2949071370270033","4,332193374633789","2,0101597385153616","4,669297218322754","2,723904763854445",159,"0,9748427672955975","4,703504043126684","0,8616352201257862","4,271764316451506",1,5,"3,539521597349631",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",18030,19,FARMÁCIA,"Educação Presencial",5300108,BRASÍLIA,DF,57,54,"49,22222137451172","56,97222137451172","3,141148567199707",39,"0,7222222089767456","-0,23927952349185944","2,3094334372473386","4,402858257293701","0,16654496862788107","3,589606523513794",0,"4,507101058959961","2,5430346563266246",133,"0,9774436090225563","4,7539302802460695","0,849624060150376","4,2481203007518795",1,5,"2,8813609716630038",3,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",112794,19,FARMÁCIA,"Educação Presencial",5300108,BRASÍLIA,DF,77,77,"55,651947021484375","64,4610366821289","4,109758377075195",59,"0,7662337422370911","0,5240830183029175","2,641282062752122","5,684589862823486","4,045469369613779","5,556335926055908","4,079685374458341","5,629189968109131","4,389732705679607",94,1,5,"0,8936170212765957","4,468085106382978",1,5,"3,7837509524216686",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",1140088,19,FARMÁCIA,"Educação Presencial",5300108,BRASÍLIA,DF,29,26,"53,31922912597656","58,765384674072266","3,463456869125366",20,"0,7692307829856873","-0,4153376817703247","2,232897512788369","4,770199775695801","1,2782363500978393","3,8386645317077637","0,516633509473811","4,657407283782959","2,790403835295438",215,"0,9813953488372092","4,797040169133192","0,8651162790697674","4,325581395348836",1,5,"3,0492802229017313",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",143,23,ENFERMAGEM,"Educação Presencial",5300108,BRASÍLIA,DF,55,51,"52,5941162109375","54,68235397338867","4,006269931793213",38,"0,7450980544090271","0,16718898713588715","2,5822885835101066","4,822171211242676","0,5796489110745805","4,014871120452881","0,7000819677888075","4,460052967071533","2,3600908726258716",224,"0,9821428571428571","4,879032258064516","0,8839285714285714","4,419642857142857",1,5,"3,2464088770491277",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",112818,23,ENFERMAGEM,"Educação Presencial",5300108,BRASÍLIA,DF,65,62,"54,54838562011719","56,09354782104492","4,223406791687012",50,"0,8064516186714172","0,4364325702190399","2,7090234394902457","5,500577449798584","3,125684280526114","5,3300700187683105","3,548888167263866","5,254798412322998","3,722511598791079",112,"0,9910714285714286","4,939516129032259","0,8125","4,062499999999999",1,5,"3,6526117912088365",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",1192419,27,FONOAUDIOLOGIA,"Educação Presencial",5300108,BRASÍLIA,DF,12,12,"61,400001525878906","63,15833282470703","3,8637123107910156",11,"0,9166666865348816","2,2354578971862793","3,3555740950589423","5,544301509857178","3,2101471858488226","5,220959663391113","3,5086739783752314","5,12420654296875","3,3049158374698964",50,1,5,"0,9","4,4772727272727275",1,5,"3,8676019383139124",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",144,28,NUTRIÇÃO,"Educação Presencial",5300108,BRASÍLIA,DF,60,49,"57,789794921875","66,0346908569336","4,306450366973877",35,"0,7142857313156128","0,6106974482536316","2,7193008498811375","5,08638334274292","1,628107396931637","4,403178691864014","1,2458153580479543","4,736974716186523","2,8417437709342237",114,"0,956140350877193","4,5248538011695905","0,8070175438596491","4,035087719298245",1,5,"3,388114980781255",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",112796,36,FISIOTERAPIA,"Educação Presencial",5300108,BRASÍLIA,DF,57,55,"55,57272720336914","48,9654541015625","4,192781448364258",40,"0,7272727489471436","0,3802289068698883","2,655865220471498","5,452707767486572","2,7812773291702135","5,279771327972412","3,1994283199310303","5,268630027770996","3,6840174330191595",96,1,5,"0,8541666666666666","4,270833333333332",1,5,"3,6194017683476725",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",126,38,"SERVIÇO SOCIAL","Educação Presencial",5300108,BRASÍLIA,DF,79,63,"53,71428680419922","69,85396575927734","4,374772548675537",54,"0,8571428656578064","0,315228134393692","2,79118148390546","5,198161602020264","1,7388116203533832","4,343258857727051","2,093821351430226","4,035549163818359","2,0108537210944126",90,"0,9666666666666667","4,761904761904762","0,8",4,1,5,"3,469384168370251",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",1138344,38,"SERVIÇO SOCIAL","Educação Presencial",5300108,BRASÍLIA,DF,62,48,"49,13750076293945","67,53541564941406","4,041630744934082",35,"0,7291666865348816","-1,4282047748565674","1,9776513750412075","5,237608909606934","1,8992493113321642","4,199075698852539","1,8409019259914536","3,8714284896850586","1,7611245380874263",73,"0,9726027397260274","4,804305283757338","0,8082191780821918","4,041095890410959",1,5,"3,1205083181963538",4,
2016,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,"Pessoa Jurídica de Direito Público - Federal",1192413,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",5300108,BRASÍLIA,DF,53,37,"51,035133361816406","56,629730224609375","4,289925575256348",24,"0,6486486196517944","0,4748080372810364","2,6870225009414788","4,714820861816406","1,254508473860232","4,134659290313721","1,1950647638017184","4,661805629730225","2,744978163693194",47,"0,9574468085106383","4,680851063829787","0,8936170212765957","4,468085106382978",1,5,"3,4171854139474007",4,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",1108067,5,"MEDICINA VETERINÁRIA","Educação Presencial",2806701,"SÃO CRISTÓVÃO",SE,41,41,"49,14634323120117","55,20243835449219","3,496520519256592",30,"0,7317073345184326","0,19910886883735657","2,74659520161947","4,466446399688721","1,3031414897462912","3,9172580242156982","1,0915930567542378","4,0306620597839355","2,124689781602489",39,"0,9743589743589743","4,601889338731445","0,8717948717948718","4,271561771561771",1,5,"3,226920899666003",4,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",304,6,ODONTOLOGIA,"Educação Presencial",2800308,ARACAJU,SE,46,46,"53,04782485961914","61,436954498291016","3,048715591430664",38,"0,8260869383811951","-0,40195491909980774","2,0475609180110235","4,897091865539551","0,5944159305823646","3,9550724029541016","0,9660584543407122","4,074275493621826","1,4515257464775664",56,"0,9642857142857143","4,61734693877551","0,8392857142857143","4,196428571428571",1,5,"2,8063270068850916",3,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",303,12,MEDICINA,"Educação Presencial",2800308,ARACAJU,SE,53,53,"59,49433898925781","67,9867935180664","2,6548964977264404",39,"0,7358490824699402","0,3087589740753174","3,262261036244535","4,753561019897461","1,6489214000838421","4,10091495513916","1,605031907928133","4,162353992462158","1,8998294023418707",138,"0,8913043478260869","4,265951439864483","0,6376811594202898","3,141833552286752",1,5,"3,090408488524966",4,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",319,17,AGRONOMIA,"Educação Presencial",2806701,"SÃO CRISTÓVÃO",SE,25,24,"51,849998474121094","62,50416564941406","3,10819935798645",4,"0,1666666716337204",,"3,10819935798645","4,770505428314209","1,2107119039018346","4,339481830596924","2,0232255932440855","4,503105640411377","2,4396430459261023",60,"0,95","4,410714285714285","0,8833333333333333","4,385964912280701",1,5,"3,326163703766219",4,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",98609,19,FARMÁCIA,"Educação Presencial",2806701,"SÃO CRISTÓVÃO",SE,75,70,"47,26856994628906","57,6542854309082","3,1396305561065674",54,"0,7714285850524902","0,22518324851989746","2,5113444874383237","4,880471229553223","1,6119525752844273","4,391786098480225","1,6640012985262103","4,801388740539551","3,0273639132067434",64,"0,96875","4,659090909090909","0,921875","4,609374999999999",1,5,"3,2025153559093558",4,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",1108154,19,FARMÁCIA,"Educação Presencial",2803500,LAGARTO,SE,27,26,"41,83076858520508","51,761539459228516","2,364084243774414",23,"0,8846153616905212","-0,39209291338920593","2,243002468186515","5,520066738128662","3,5475704646075163","4,632867336273193","2,1640881933522143","4,528021812438965","2,5774653634886495",39,1,5,"0,7692307692307693","3,846153846153846",1,5,"3,0234996181436307",4,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",302,23,ENFERMAGEM,"Educação Presencial",2800308,ARACAJU,SE,89,68,"49,0029411315918","51,23970413208008","3,5159783363342285",63,"0,9264705777168274","-1,3015692234039307","1,890933721303708","4,965970993041992","1,1193245652369208","4,143357276916504","0,9783913243044824","4,079812049865723","1,7082493180343268",82,"0,8414634146341463","3,926042486231314","0,6951219512195121","3,475609756097561",1,5,"2,7313922611639776",3,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",1108149,23,ENFERMAGEM,"Educação Presencial",2803500,LAGARTO,SE,35,35,"51,79428482055664","58,14285659790039","4,351335525512695",31,"0,8857142925262451","1,862106204032898","3,3800980871645","5,643590927124023","3,662408960938699","5,041558265686035","2,9239529792440533","4,92326545715332","3,15416940541487",42,"0,9047619047619048","4,35483870967742","0,5","2,5",1,5,"3,6296468950038974",4,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",99413,27,FONOAUDIOLOGIA,"Educação Presencial",2800308,ARACAJU,SE,37,35,"47,325714111328125","51,10857009887695","1,695745825767517",29,"0,8285714387893677","-2,2994866371154785","1,2498493296331086","5,069102764129639","1,3437029673152572","4,464069366455078","2,059750036581059","4,591700553894043","2,2742590527152724",35,"0,8857142857142857","3,6857142857142855","0,6285714285714286","3,0584415584415585",1,5,"2,1474129364154755",3,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",1108170,27,FONOAUDIOLOGIA,"Educação Presencial",2803500,LAGARTO,SE,38,30,"39,459999084472656","55,503334045410156","1,993630290031433",30,1,"-0,20362089574337006","2,2230291256004127","5,4132080078125","2,695249553692831","4,902567386627197","2,8991719216662375","4,652976036071777","2,3928567638045513",37,"0,972972972972973","4,6891891891891895","0,6756756756756757","3,304668304668305",1,5,"2,8060994185612538",3,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",99404,28,NUTRIÇÃO,"Educação Presencial",2806701,"SÃO CRISTÓVÃO",SE,53,43,"50,1325569152832","56,99302291870117","3,2929420471191406",39,"0,9069767594337463","0,0855976790189743","2,4825197351813726","5,408334255218506","2,8163343099421216","4,992518901824951","2,6313755042253923","4,971130847930908","3,241869513773983",38,"0,9736842105263158","4,714912280701754","0,8421052631578947","4,2105263157894735",1,5,"3,311508271459639",4,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",1108158,28,NUTRIÇÃO,"Educação Presencial",2803500,LAGARTO,SE,23,22,"59,79999923706055","64,48636627197266","4,243693828582764",22,1,"1,9639334678649902","3,329510093816763","5,650214195251465","3,7090426183440077","4,965085506439209","2,5668785995880326","4,57619047164917","2,56699582902396",45,"0,9333333333333333","4,277777777777779","0,5111111111111111","2,5555555555555554",1,5,"3,5639309872998877",4,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",99411,36,FISIOTERAPIA,"Educação Presencial",2800308,ARACAJU,SE,52,47,"51,86170196533203","48,91276550292969","4,058180332183838",40,"0,8510638475418091","0,38204342126846313","2,6566753211524627","4,831528186798096","0,26301535420924294","4,287569522857666","0,7189238071441652","4,472206115722656","2,2509807703461586",35,"0,8857142857142857","4,0476190476190474","0,7714285714285715","3,857142857142857",1,5,"3,110562147164542",4,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",1108163,36,FISIOTERAPIA,"Educação Presencial",2803500,LAGARTO,SE,35,33,"46,20000076293945","46,19091033935547","3,566159248352051",29,"0,8787878751754761","0,5530705451965332","2,733031391771943","5,730942726135254","3,909241831308607","5,115367889404297","2,788419723510742","5,00877571105957","3,2164514079815882",47,"0,9361702127659575","4,468085106382979","0,6170212765957447","3,0851063829787235",1,5,"3,3556905859393447",4,
2016,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,"Pessoa Jurídica de Direito Público - Federal",64064,38,"SERVIÇO SOCIAL","Educação Presencial",2806701,"SÃO CRISTÓVÃO",SE,83,65,"41,439998626708984","59,25076675415039","3,153362989425659",45,"0,692307710647583","-1,9850550889968872","1,71781086481562","5,280127048492432","2,072176500659771","4,0897979736328125","1,6492119970734436","3,980680227279663","1,9273640890499963",38,1,5,"0,6052631578947368","3,0263157894736836",1,5,"2,7219117086210565",3,
